"Configure your payment option as defined on your Oney 3x4x contract. You can find the value directly from your Oney interface.","Configureer uw betalingsoptie zoals gedefinieerd in uw Oney 3x4x-contract. U kunt de waarde rechtstreeks vanuit uw Oney-interface vinden."
"Please note that the Mealvouchers method will work properly only if the 'Submit Customer Cart Items Data to Worldline' setting is enabled","Houd er rekening mee dat de Mealvouchers methode alleen goed werkt als de instelling 'Gegevens klantwinkelwagenitems naar Worldline verzenden' is ingeschakeld"
"By enabling mealvouchers, you will be able to configure your products as 'Food and Drink', 'Home and Garden', or 'Gift and Flowers'. Simply note that the Worldline platform only allows one type of products per basket, and the plugin will automatically update the products of the basket that are missing a product type to the value recognized in the basket; in case of a mixed basket all products will be set to 'Food and Drink'","Door maaltijdcheques in te schakelen, kunt u uw producten configureren als 'Food and Drink', 'Home and Garden', of 'Gift and Flowers'. Houd er rekening mee dat het Worldline-platform slechts één type product per winkelmandje toestaat, en dat de plug-in automatisch de producten van het winkelmandje waarvan een producttype ontbreekt, zal updaten naar de waarde die in het winkelmandje wordt herkend; bij een gemengd mandje worden alle producten ingesteld op 'Food en Drink'"
"Intersolve offers own branded gift cards, should you have own branded gift card(s), please enter the corresponding paymentProductId(s). It supports multiple paymentProductId values, make sure to separated them by a “,”. If you do not have own branded Intersolve gift card(s), please leave this empty.","Intersolve biedt cadeaubonnen van het eigen merk aan. Mocht u cadeaubonnen van het eigen merk hebben, vul dan de bijbehorende paymentProductId(s) in. Het ondersteunt meerdere waarden voor paymentProductId, zorg ervoor dat u ze scheidt door een “,”. Als u geen Intersolve-cadeaubon(nen) van uw eigen merk heeft, laat u dit veld leeg."
"Intersolve gift card(s)","Intersolve cadeaukaart(en)"
"Redirect Payment","Betaling omleiden"
"Descriptor text will appear on your customers' bank statement.","De beschrijvende tekst verschijnt op het bankafschrift van uw klant."
"22 characters max","Maximaal 22 tekens"
"Display payment confirmation page","Pagina met betalingsbevestiging weergeven"
"By enabling this option, your customers will see the Worldline payment confirmation page","Door deze optie in te schakelen, zien uw klanten de Worldline-betaalbevestigingspagina"
"If enabled, customers will see a dedicated confirmation screen after payment is processed, confirming the payment and providing key details.","Indien ingeschakeld, zien klanten een speciale bevestigingsscherm nadat de betaling is verwerkt, die de betaling bevestigt en belangrijke details verstrekt."
"Please ensure the mandate signing method is configured correctly if you offer SEPA Direct Debit to your customers; otherwise, transactions may be refused.","Zorg ervoor dat de ondertekeningsmethode van het mandaat correct is geconfigureerd als u SEPA-incasso aan uw klanten aanbiedt; anders kunnen transacties worden geweigerd."
"Please note that not all signature types are available to every user. Depending on your partner, please choose as follows:<br/>• Worldline: SMS, UNSIGNED, or AIS<br/>• PAYONE: UNSIGNED or TICK_BOX<br/>• ANZ or CAWL: this setting does not apply","Houd er rekening mee dat niet alle handtekeningstypes voor elke gebruiker beschikbaar zijn. Afhankelijk van uw partner kiest u als volgt:<br/>• Worldline: SMS, UNSIGNED of AIS<br/>• PAYONE: UNSIGNED of TICK_BOX<br/>• ANZ of CAWL: deze instelling is niet van toepassing"
"Pay in installments","Betalen in termijnen"
